Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	41.728535	2.4736323	45.369144	34.377094	984.925	-0.08538123	0.09193018	0.26865277	-0.38292885	40000	-4.8894435e-08	15.564858	-0.00899585	-14.441296	0.9189437	0.006420362	0.075575	79.0	9.955591678619385
1	44.4364	3.1961355	53.04274	37.668594	973.425	3.6617582	0.42040205	4.801276	1.5618827	80000	-7.450581e-09	20.103466	-0.007276987	-19.549042	0.89725673	0.0048796884	0.06605	79.0	18.629224061965942
2	47.65011	3.0931869	52.780502	38.512707	989.25	4.3665643	0.2897246	5.162897	2.8036358	120000	-2.4214387e-08	23.054611	-0.0082133245	-22.673012	0.8800112	0.005633213	0.0711	79.0	27.943762063980103
3	51.016457	3.831033	56.709766	39.330624	976.15	4.684088	0.22956295	5.2865715	2.1870973	160000	1.8626451e-09	26.437033	-0.00894136	-25.977018	0.8590179	0.0058197468	0.0783	79.0	38.44929504394531
4	53.993908	3.9245205	60.23986	40.5505	980.075	5.027707	0.3135934	5.6312265	-0.033578675	200000	0.0	29.435978	-0.009919605	-29.008848	0.83969533	0.007642188	0.086825	79.0	48.259610414505005
5	58.277782	3.148585	63.864304	51.66833	982.925	5.298326	0.48779407	6.2205453	-1.0216405	240000	6.519258e-09	33.524673	-0.009748669	-33.08298	0.81634647	0.0072153313	0.07975	79.0	57.34210968017578
6	62.131416	3.9651613	70.8257	50.52265	983.375	5.694698	0.5059012	6.7061234	-1.244103	280000	1.7695129e-08	38.522354	-0.0095920935	-38.06791	0.7916556	0.007272297	0.083325	79.0	66.08428835868835
7	66.76228	5.115978	72.68186	49.30751	975.575	6.0822215	0.5337044	7.0041547	-1.0349785	320000	-1.6763806e-08	45.172222	-0.009457853	-44.682182	0.765385	0.0070480127	0.07529999	79.0	76.19120979309082
8	72.72771	3.2517292	80.557625	63.29131	994.85	6.6206913	0.5693632	7.485232	-1.184191	360000	-1.8626451e-08	52.10634	-0.0095916055	-51.55963	0.74022293	0.006662945	0.072125	79.0	86.5268886089325
9	77.27109	4.6068554	84.904915	63.97423	985.925	7.093754	0.58226836	7.8526807	-1.5166712	400000	9.313226e-09	59.352997	-0.010011265	-58.67511	0.7156557	0.008024067	0.083425	79.0	94.22410655021667
10	81.338486	6.37219	90.535675	63.654034	977.1	7.539766	0.8035778	8.507258	-0.95053613	440000	1.1175871e-08	65.981415	-0.010139225	-65.11868	0.6914803	0.006472382	0.079125	79.0	103.95683240890503
11	86.96279	5.9317203	97.59567	71.16687	981.3	8.000181	0.8672675	9.148898	-1.0716125	480000	2.6077032e-08	75.87387	-0.010001098	-74.92117	0.6660819	0.0066083274	0.077775	79.0	114.16936945915222
12	90.67838	7.1852813	102.26918	74.358604	963.825	8.516318	0.9857555	9.501004	-0.5895139	520000	-9.313226e-09	83.865906	-0.009323434	-82.84725	0.64276665	0.006881129	0.070925	79.0	123.122891664505
13	99.49546	6.5427823	115.399704	84.53054	983.65	9.006464	1.0602472	10.138871	-1.0471994	560000	-7.450581e-09	97.94245	-0.0090465825	-96.830124	0.6169858	0.006251256	0.070999995	79.0	132.11041259765625
14	101.35317	6.040515	113.294876	87.81711	979.8	9.754707	1.1138395	10.79245	-0.5025758	600000	0.0	102.86134	-0.008649992	-101.68346	0.59546304	0.0072504855	0.0654	79.0	141.699453830719
15	112.07448	5.590171	121.44587	95.52287	992.3	10.066828	0.85970885	11.055246	-0.37979364	640000	1.4901161e-08	123.92678	-0.008640156	-122.60335	0.57060736	0.0058737053	0.062299997	79.0	151.66573786735535
16	116.08225	6.8579574	126.3166	95.49354	981.725	10.880468	1.2377827	11.924249	-0.19434145	680000	-1.21071935e-08	134.38527	-0.009019536	-132.86382	0.54682237	0.0066518513	0.0711	79.0	159.25919651985168
17	122.14003	7.5753565	132.15326	95.31563	983.675	11.379579	1.3910772	12.502348	-0.82761645	720000	-7.450581e-09	147.59482	-0.008384039	-145.90376	0.525522	0.0063637844	0.059	79.0	168.5887951850891
18	127.69717	9.378035	143.48264	102.88703	982.5	12.003194	1.3514208	13.238104	-0.30812502	760000	1.071021e-08	162.79639	-0.008320775	-160.5548	0.5023307	0.0054878187	0.05975	79.0	178.7943012714386
19	132.45993	9.55055	147.977	109.69627	981.25	12.5371065	1.4017678	13.670267	-0.06198276	800000	-2.1187589e-08	175.46913	-0.0081345765	-173.23105	0.47891214	0.0061512566	0.064575	79.0	187.67628240585327
20	138.21382	11.085459	153.03206	107.32507	972.0	12.970975	1.6939512	14.318283	-0.06441039	840000	3.7252903e-09	192.8141	-0.007850466	-190.21585	0.45715392	0.0046014856	0.055200003	79.0	197.4203851222992
21	142.382	10.926063	156.55042	115.30099	983.375	13.735703	1.6206411	15.172552	-0.5350452	880000	0.0	205.13728	-0.008579757	-202.53882	0.43610808	0.0068625063	0.063325	79.0	208.32918286323547
22	152.85321	9.589449	169.60489	134.60608	990.425	14.064363	1.583532	15.468223	-0.6039388	920000	-8.8475645e-09	229.4324	-0.007486824	-226.23714	0.41267854	0.006048972	0.053949997	79.0	217.4132227897644
23	154.92773	11.497977	176.00122	134.11522	965.3	14.6741	2.1972363	16.209581	-0.23924984	960000	6.519258e-09	244.32492	-0.007994471	-241.07141	0.39157593	0.0054658493	0.0586	79.0	227.37911081314087
24	163.63098	10.383041	193.81694	132.5956	988.65	15.565452	1.7924802	17.124855	-0.8058793	1000000	1.0011718e-08	265.69635	-0.0073027564	-261.99817	0.37448394	0.00484071	0.055200003	79.0	236.37928247451782
