255,255,1,190,255,255,255,5,55,7,23,224,188,255,115,134,255,76,124,1,19,29,1,1,128,128,0,1,202,75,
255,255,1,192,255,255,255,3,62,6,22,224,163,255,115,134,255,76,124,1,19,29,1,1,128,128,0,1,169,122,
255,255,1,191,255,255,255,2,61,6,22,225,140,255,115,134,255,77,124,1,19,29,1,1,128,128,0,1,93,214,
255,255,1,191,255,255,255,2,61,6,22,225,130,255,115,135,255,77,123,1,19,29,1,1,128,128,0,1,106,233,
255,255,1,190,252,255,255,2,62,6,22,225,116,255,115,135,255,77,123,1,19,29,1,1,128,128,0,1,89,58,
255,255,1,188,251,255,255,2,61,6,23,225,114,255,115,135,255,77,123,1,19,29,1,1,128,128,0,1,242,207,
255,255,1,186,249,255,255,1,61,7,23,225,113,255,115,135,255,76,123,1,19,29,1,1,128,128,0,1,255,240,
255,255,1,187,250,255,255,2,53,7,23,224,115,255,115,135,255,76,123,1,19,30,1,1,128,128,0,1,126,125,
255,255,1,196,255,255,255,2,53,6,24,224,118,255,115,135,255,76,123,1,20,30,1,1,128,128,0,1,116,109,
255,255,1,214,255,255,255,5,58,6,28,224,127,255,115,134,255,75,122,1,20,30,1,1,128,128,0,1,103,84,
255,255,1,230,255,255,255,6,72,5,32,223,132,255,114,134,255,75,122,1,20,30,1,1,128,128,0,1,51,23,
255,255,1,255,255,255,255,13,87,1,41,222,141,255,114,134,255,75,122,1,20,30,1,1,128,128,0,1,0,79,
255,255,1,255,255,255,255,16,99,1,47,222,144,255,114,135,255,75,122,1,20,30,1,1,128,128,0,1,81,226,
255,255,1,255,255,255,255,18,118,1,56,221,148,255,114,136,255,75,121,1,21,30,1,1,128,128,0,1,30,137,
255,255,1,255,255,255,255,18,123,1,60,221,150,255,114,136,255,75,121,1,21,30,1,1,128,128,0,1,243,197,
255,255,1,255,255,255,255,20,125,1,66,223,155,255,113,136,255,75,121,1,21,31,1,1,128,128,0,1,19,195,
255,255,1,255,255,255,255,24,124,1,71,223,161,255,113,136,255,75,120,1,21,31,1,1,128,128,0,1,49,101,
255,255,1,255,255,255,255,25,123,1,73,222,165,255,113,136,255,75,120,1,21,31,1,1,128,128,0,1,165,187,
255,255,1,255,255,255,255,25,126,1,76,221,177,255,113,136,255,75,120,1,21,31,1,1,128,128,0,1,134,220,
255,255,1,255,255,255,255,26,127,1,77,220,177,255,113,136,255,75,120,1,21,31,1,1,128,128,0,1,136,82,
255,255,1,255,255,255,255,27,120,1,78,218,187,255,113,136,255,75,120,1,22,31,1,1,128,128,0,1,248,99,
255,255,1,255,255,255,255,27,120,1,79,218,225,255,112,136,255,75,120,1,22,31,1,1,128,128,0,1,19,197,
255,255,1,255,255,255,255,28,117,5,81,217,242,255,112,136,255,75,120,1,22,31,1,1,128,128,0,1,98,189,
255,255,1,255,255,255,255,28,109,10,83,216,251,255,113,136,255,75,120,1,22,31,1,1,128,128,0,1,32,205,
255,255,1,255,255,255,255,29,106,14,84,216,253,255,113,136,255,75,119,1,22,31,1,1,128,128,0,1,118,124,
255,255,1,255,255,255,255,32,100,21,87,216,255,255,112,136,255,75,119,1,22,31,1,1,128,128,0,1,229,191,
255,255,1,255,255,255,255,33,97,25,88,216,255,255,112,136,255,75,119,1,22,31,1,1,128,128,0,1,25,125,
255,255,1,255,255,255,255,36,90,33,90,216,255,255,112,136,255,75,119,1,23,31,1,1,128,128,0,1,97,183,
255,255,1,255,255,255,255,41,81,39,92,216,255,255,112,136,255,75,118,1,23,32,1,1,128,128,0,1,238,23,
255,255,1,255,255,255,255,43,76,43,93,215,255,255,112,136,255,75,119,1,23,31,1,1,128,128,0,1,203,226,
255,255,1,255,255,255,255,48,66,47,96,214,255,255,112,136,255,75,118,1,23,31,1,1,128,128,0,1,102,226,
255,255,1,255,255,255,255,51,61,51,98,213,255,255,112,136,255,75,118,1,23,31,1,1,128,128,0,1,204,206,
255,255,1,255,255,255,255,63,50,51,98,213,255,255,112,136,255,75,118,1,23,32,1,1,128,128,0,1,155,255,
255,255,1,255,255,255,255,69,43,52,98,212,255,255,112,136,255,74,118,1,23,32,1,1,128,128,0,1,180,113,
255,255,1,255,255,255,255,81,31,52,99,212,255,255,111,136,255,74,118,1,23,32,1,1,128,128,0,1,24,55,
255,255,1,255,255,255,255,87,25,52,99,212,255,255,111,136,255,74,118,1,23,32,2,1,128,128,0,1,246,4,
255,255,1,255,255,255,255,97,14,53,99,212,255,255,111,136,255,75,118,1,23,32,2,1,128,128,0,1,235,181,
255,255,1,255,255,255,255,77,23,87,119,195,255,255,111,137,255,75,118,1,24,32,2,1,128,128,0,1,65,97,
255,255,1,255,255,255,255,79,21,89,120,194,255,255,111,137,255,75,118,1,24,32,2,1,128,128,0,1,19,15,
255,255,1,255,255,255,255,82,15,92,121,191,255,255,110,137,255,75,117,1,24,32,3,1,128,128,0,1,90,220,
255,255,1,255,255,255,255,82,13,93,122,190,255,255,110,137,255,75,117,1,24,32,3,1,128,128,0,1,191,22,
