Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	0.54884577	0.04707032	0.6608362	0.45343354	1000.0	0.01046783	0.10712524	0.41159153	-0.47636318	40000	1.1175871e-08	0.008092947	-0.010918122	-0.006959499	0.91894484	0.0062111556	0.0632	79.0	11.528892755508423
1	0.5509634	0.039083842	0.64955527	0.48057067	1000.0	0.05085603	0.009153988	0.11637756	-0.021712754	80000	-1.1641532e-10	0.0073897527	-0.013888819	-0.0072473753	0.918874	0.008339025	0.099075	79.0	22.773587465286255
2	0.6402963	0.05300026	0.76741153	0.54398817	1000.0	0.054579828	0.006173813	0.104772195	-0.0011836402	120000	3.259629e-09	0.007908922	-0.015568693	-0.0077423663	0.9027787	0.008277468	0.1093	79.0	33.88128185272217
3	0.70448154	0.053612884	0.781349	0.5999819	1000.0	0.063304715	0.004951237	0.09501438	0.017584853	160000	1.8626451e-08	0.008564997	-0.015761942	-0.008360112	0.88544023	0.009416418	0.118824996	79.0	45.782670974731445
4	0.81143665	0.088316835	0.99785256	0.63143694	1000.0	0.06974426	0.004297813	0.10455101	0.02551857	200000	-1.6298145e-08	0.009657969	-0.017026775	-0.009360942	0.86473584	0.010266306	0.1294	79.0	57.460538148880005
5	0.94779605	0.079382196	1.1078835	0.8084669	1000.0	0.080620304	0.0038288638	0.108920194	0.037445612	240000	-2.2351742e-08	0.011338848	-0.016834341	-0.0109929	0.8424042	0.009702332	0.132175	79.0	70.26328468322754
6	1.1346111	0.10986813	1.3096108	0.8368373	1000.0	0.093624614	0.0038061123	0.11938481	0.05021373	280000	0.0	0.014328957	-0.017795265	-0.013739026	0.82119954	0.0095072	0.136475	79.0	83.18857645988464
7	1.3173057	0.123594046	1.6166064	1.0571108	1000.0	0.11179679	0.003442273	0.13778694	0.078308456	320000	-2.165325e-08	0.017986698	-0.017180994	-0.017316535	0.79851717	0.009959349	0.1294	79.0	96.99151802062988
8	1.5186903	0.15978816	1.8946719	1.2372345	1000.0	0.12958536	0.0035848264	0.14821105	0.1011063	360000	-2.1304004e-08	0.023074728	-0.017816044	-0.021958947	0.7785354	0.009530804	0.1361	79.0	110.17335057258606
9	1.7129889	0.17183067	2.1388988	1.3676902	1000.0	0.15038276	0.0034538214	0.17173573	0.12147217	400000	1.1175871e-08	0.028206179	-0.017884962	-0.027031913	0.7590209	0.011148665	0.13585001	79.0	122.87713313102722
10	1.9988331	0.2381838	2.4273913	1.650457	1000.0	0.16947185	0.0038966807	0.18872127	0.11795098	440000	1.1175871e-08	0.037944	-0.017919697	-0.03605883	0.737376	0.010094125	0.13385001	79.0	134.83266615867615
11	2.2337606	0.2587072	3.0536134	1.6787786	1000.0	0.1978619	0.0038855856	0.21846074	0.16434951	480000	1.8626451e-09	0.046703156	-0.016972976	-0.04430782	0.7169658	0.010668939	0.12625	79.0	150.30910420417786
12	2.631758	0.2561252	3.1630385	2.0539737	1000.0	0.22085582	0.0046390565	0.24378644	0.19143331	520000	2.7939677e-08	0.06424143	-0.017954772	-0.06131962	0.6977196	0.009995701	0.13075	79.0	161.34347248077393
